0 1.606000000000000E+03 4.007492981902776E+01 
1 1.606000000000000E+03 4.007492981902776E+01 
2 1.560000000000000E+03 3.949683531626300E+01 
3 1.581000000000000E+03 3.976179070414209E+01 
4 1.645000000000000E+03 4.055859958134649E+01 
5 1.563000000000000E+03 3.953479480154159E+01 
6 1.629000000000000E+03 4.036087214122113E+01 
7 1.590000000000000E+03 3.987480407475377E+01 
8 1.777000000000000E+03 4.215447781671598E+01 
9 1.899000000000000E+03 4.357751713900185E+01 
10 1.918000000000000E+03 4.379497688091638E+01 
11 1.923000000000000E+03 4.385202389856140E+01 
12 2.015000000000000E+03 4.488875137492688E+01 
13 2.239000000000000E+03 4.731807265728392E+01 
14 2.475000000000000E+03 4.974937185533100E+01 
15 2.763000000000000E+03 5.256424640380570E+01 
16 2.921000000000000E+03 5.404627646748664E+01 
17 3.697000000000000E+03 6.080296045424105E+01 
18 4.414000000000000E+03 6.643794096749237E+01 
19 5.395000000000000E+03 7.345066371381542E+01 
20 4.160000000000000E+03 6.449806198638839E+01 
21 3.968000000000000E+03 6.299206299209449E+01 
22 3.963000000000000E+03 6.295236294214857E+01 
23 3.977000000000000E+03 6.306346010171025E+01 
24 3.375000000000000E+03 5.809475019311125E+01 
25 3.781000000000000E+03 6.148983655857283E+01 
26 4.333000000000000E+03 6.582552696332935E+01 
27 4.334000000000000E+03 6.583312236253116E+01 
28 4.507000000000000E+03 6.713419396998820E+01 
29 4.599000000000000E+03 6.781592733274390E+01 
30 4.855000000000000E+03 6.967783004657937E+01 
31 4.920000000000000E+03 7.014271166700073E+01 
32 4.843000000000000E+03 6.959166616772443E+01 
33 4.601000000000000E+03 6.783067152844649E+01 
34 4.473000000000000E+03 6.688049042882386E+01 
35 4.076000000000000E+03 6.384355879804947E+01 
36 3.892000000000000E+03 6.238589584192889E+01 
37 3.325000000000000E+03 5.766281297335398E+01 
38 2.017000000000000E+03 4.491102314577124E+01 
39 1.555000000000000E+03 3.943348830626071E+01 
40 1.397000000000000E+03 3.737646318206151E+01 
41 1.271000000000000E+03 3.565108693995177E+01 
42 1.349000000000000E+03 3.672873534441391E+01 
43 1.253000000000000E+03 3.539774004085572E+01 
44 1.175000000000000E+03 3.427827300200522E+01 
45 1.269000000000000E+03 3.562302626111375E+01 
46 1.350000000000000E+03 3.674234614174767E+01 
47 1.400000000000000E+03 3.741657386773942E+01 
48 1.405000000000000E+03 3.748332962798263E+01 
49 1.414000000000000E+03 3.760319135392633E+01 
50 1.451000000000000E+03 3.809199390948182E+01 
51 1.627000000000000E+03 4.033608806019741E+01 
52 1.589000000000000E+03 3.986226285598950E+01 
53 1.698000000000000E+03 4.120679555607303E+01 
54 1.720000000000000E+03 4.147288270665544E+01 
55 1.703000000000000E+03 4.126742056392670E+01 
56 1.881000000000000E+03 4.337049688440288E+01 
57 1.981000000000000E+03 4.450842616853577E+01 
58 2.161000000000000E+03 4.648655719667784E+01 
59 2.495000000000000E+03 4.994997497496870E+01 
60 2.935000000000000E+03 5.417564028232615E+01 
61 3.677000000000000E+03 6.063827174318213E+01 
62 4.283000000000000E+03 6.544463308782470E+01 
63 4.571000000000000E+03 6.760917097554147E+01 
64 3.967000000000000E+03 6.298412498399895E+01 
65 3.933000000000000E+03 6.271363488110062E+01 
66 3.700000000000000E+03 6.082762530298220E+01 
67 3.384000000000000E+03 5.817215828899594E+01 
68 3.626000000000000E+03 6.021627686929839E+01 
69 3.579000000000000E+03 5.982474404458409E+01 
70 3.546000000000000E+03 5.954829972383762E+01 
71 3.584000000000000E+03 5.986651818838306E+01 
72 3.788000000000000E+03 6.154673021371647E+01 
73 3.736000000000000E+03 6.112282715974450E+01 
74 3.509000000000000E+03 5.923681287847955E+01 
75 3.502000000000000E+03 5.917769850205396E+01 
76 2.395000000000000E+03 4.893873721296863E+01 
77 2.171000000000000E+03 4.659399102888698E+01 
78 2.097000000000000E+03 4.579301256742124E+01 
79 1.638000000000000E+03 4.047221268969612E+01 
80 1.647000000000000E+03 4.058324777540605E+01 
81 1.534000000000000E+03 3.916631205513228E+01 
82 1.471000000000000E+03 3.835361782153021E+01 
83 1.459000000000000E+03 3.819685850956856E+01 
84 1.385000000000000E+03 3.721558813185679E+01 
85 1.516000000000000E+03 3.893584466786357E+01 
86 1.546000000000000E+03 3.931920650267500E+01 
87 1.523000000000000E+03 3.902563260217571E+01 
88 1.425000000000000E+03 3.774917217635375E+01 
89 1.632000000000000E+03 4.039801975344831E+01 
90 1.787000000000000E+03 4.227292277569650E+01 
91 1.886000000000000E+03 4.342810150121693E+01 
92 1.955000000000000E+03 4.421538193886829E+01 
93 2.174000000000000E+03 4.662617290749907E+01 
94 2.237000000000000E+03 4.729693436154187E+01 
95 2.790000000000000E+03 5.282045058497702E+01 
96 3.152000000000000E+03 5.614267539047280E+01 
97 3.749000000000000E+03 6.122907805936653E+01 
98 4.397000000000000E+03 6.630987860040162E+01 
99 3.802000000000000E+03 6.166036003787198E+01 
100 2.974000000000000E+03 5.453439281774392E+01 
101 2.302000000000000E+03 4.797916214358062E+01 
102 1.895000000000000E+03 4.353159771935783E+01 
103 1.494000000000000E+03 3.865229618017538E+01 
104 1.574000000000000E+03 3.967366884975475E+01 
105 1.441000000000000E+03 3.796050579220461E+01 
106 1.333000000000000E+03 3.651027252705737E+01 
107 1.324000000000000E+03 3.638681079732051E+01 
108 1.220000000000000E+03 3.492849839314596E+01 
109 1.294000000000000E+03 3.597221149720990E+01 
110 1.325000000000000E+03 3.640054944640259E+01 
111 1.313000000000000E+03 3.623534186398687E+01 
112 1.323000000000000E+03 3.637306695894642E+01 
113 1.324000000000000E+03 3.638681079732051E+01 
114 1.359000000000000E+03 3.686461718233353E+01 
115 1.499000000000000E+03 3.871692136521188E+01 
116 1.542000000000000E+03 3.926830783214372E+01 
117 1.572000000000000E+03 3.964845520319802E+01 
118 1.692000000000000E+03 4.113392760240627E+01 
119 1.860000000000000E+03 4.312771730569565E+01 
120 1.769000000000000E+03 4.205948168962618E+01 
121 1.961000000000000E+03 4.428317965096906E+01 
122 2.144000000000000E+03 4.630334761116090E+01 
123 2.277000000000000E+03 4.771792116176060E+01 
124 2.535000000000000E+03 5.034878350069642E+01 
125 3.120000000000000E+03 5.585696017507576E+01 
126 3.656000000000000E+03 6.046486583132390E+01 
127 3.696000000000000E+03 6.079473661428266E+01 
128 4.671000000000000E+03 6.834471449936710E+01 
129 4.051000000000000E+03 6.364746656387825E+01 
130 4.047000000000000E+03 6.361603571427569E+01 
131 3.616000000000000E+03 6.013318551349163E+01 
132 3.445000000000000E+03 5.869412236331676E+01 
133 3.704000000000000E+03 6.086049621881175E+01 
134 3.531000000000000E+03 5.942221806698232E+01 
135 3.915000000000000E+03 6.256996084384263E+01 
136 3.883000000000000E+03 6.231372240526159E+01 
137 3.890000000000000E+03 6.236986451805070E+01 
138 3.878000000000000E+03 6.227358990776106E+01 
139 3.893000000000000E+03 6.239390995922599E+01 
140 3.707000000000000E+03 6.088513775955508E+01 
141 3.430000000000000E+03 5.856620185738529E+01 
142 2.701000000000000E+03 5.197114584074513E+01 
143 1.828000000000000E+03 4.275511665286390E+01 
144 1.531000000000000E+03 3.912799509302770E+01 
145 1.457000000000000E+03 3.817066936798463E+01 
146 1.393000000000000E+03 3.732291521304305E+01 
147 1.291000000000000E+03 3.593048844644336E+01 
148 1.364000000000000E+03 3.693237062523878E+01 
149 1.254000000000000E+03 3.541186241925155E+01 
150 1.248000000000000E+03 3.532704346531139E+01 
151 1.198000000000000E+03 3.461213659975356E+01 
152 1.390000000000000E+03 3.728270376461450E+01 
153 1.358000000000000E+03 3.685105154537656E+01 
154 1.383000000000000E+03 3.718870796357410E+01 
155 1.366000000000000E+03 3.695943722515266E+01 
156 1.473000000000000E+03 3.837968212479097E+01 
157 1.452000000000000E+03 3.810511776651530E+01 
158 1.573000000000000E+03 3.966106403010388E+01 
159 1.656000000000000E+03 4.069397989875161E+01 
160 1.701000000000000E+03 4.124318125460256E+01 
161 1.820000000000000E+03 4.266145801540308E+01 
162 1.923000000000000E+03 4.385202389856140E+01 
163 2.018000000000000E+03 4.492215489043240E+01 
164 2.215000000000000E+03 4.706378650300037E+01 
165 2.535000000000000E+03 5.034878350069642E+01 
166 3.043000000000000E+03 5.516339365920120E+01 
167 3.622000000000000E+03 6.018305409332431E+01 
168 4.187000000000000E+03 6.470703207534712E+01 
169 4.198000000000000E+03 6.479197481170026E+01 
170 3.927000000000000E+03 6.266578013557319E+01 
171 4.028000000000000E+03 6.346652661048972E+01 
172 4.271000000000000E+03 6.535288822997802E+01 
173 4.144000000000000E+03 6.437390775772433E+01 
174 3.795000000000000E+03 6.160357132504576E+01 
175 4.182000000000000E+03 6.466838485689897E+01 
176 4.353000000000000E+03 6.597726881282674E+01 
177 4.527000000000000E+03 6.728298447601742E+01 
178 4.443000000000000E+03 6.665583245298194E+01 
179 4.401000000000000E+03 6.634003316248794E+01 
180 4.553000000000000E+03 6.747592163134935E+01 
181 4.391000000000000E+03 6.626462102811726E+01 
182 4.593000000000000E+03 6.777167549942970E+01 
183 4.561000000000000E+03 6.753517601961218E+01 
184 4.550000000000000E+03 6.745368781616021E+01 
185 4.618000000000000E+03 6.795586803212802E+01 
186 4.592000000000000E+03 6.776429738438966E+01 
187 4.522000000000000E+03 6.724581771381771E+01 
188 4.605000000000000E+03 6.786015030929418E+01 
189 4.654000000000000E+03 6.822023160324215E+01 
190 4.534000000000000E+03 6.733498347812970E+01 
191 4.718000000000000E+03 6.868769904429759E+01 
192 4.385000000000000E+03 6.621933252457322E+01 
193 3.932000000000000E+03 6.270566162636353E+01 
194 2.884000000000000E+03 5.370288632839021E+01 
195 2.312000000000000E+03 4.808326112068523E+01 
196 2.291000000000000E+03 4.786439177509728E+01 
197 2.185000000000000E+03 4.674398357008097E+01 
198 2.247000000000000E+03 4.740253157796533E+01 
199 2.202000000000000E+03 4.692547282660026E+01 
200 2.358000000000000E+03 4.855924216871593E+01 
201 2.388000000000000E+03 4.886716689148246E+01 
202 2.842000000000000E+03 5.331041174104736E+01 
203 2.952000000000000E+03 5.433231082882450E+01 
204 3.641000000000000E+03 6.034069936618236E+01 
205 3.948000000000000E+03 6.283311228962003E+01 
206 2.692000000000000E+03 5.188448708429139E+01 
207 2.178000000000000E+03 4.666904755831214E+01 
208 1.544000000000000E+03 3.929376540877700E+01 
209 1.682000000000000E+03 4.101219330881975E+01 
210 1.527000000000000E+03 3.907684736515984E+01 
211 1.423000000000000E+03 3.772267222772003E+01 
212 1.319000000000000E+03 3.631803959466976E+01 
213 1.468000000000000E+03 3.831448812133603E+01 
214 1.354000000000000E+03 3.679673898594820E+01 
215 1.426000000000000E+03 3.776241517699841E+01 
216 1.401000000000000E+03 3.742993454442581E+01 
217 1.380000000000000E+03 3.714835124201342E+01 
218 1.598000000000000E+03 3.997499218261337E+01 
219 1.575000000000000E+03 3.968626966596886E+01 
220 1.722000000000000E+03 4.149698784249286E+01 
221 1.658000000000000E+03 4.071854614300467E+01 
222 1.675000000000000E+03 4.092676385936225E+01 
223 1.803000000000000E+03 4.246174749112429E+01 
224 1.888000000000000E+03 4.345112196480086E+01 
225 2.077000000000000E+03 4.557411546042336E+01 
226 2.271000000000000E+03 4.765501022977542E+01 
227 2.363000000000000E+03 4.861069841094653E+01 
228 2.747000000000000E+03 5.241183072551463E+01 
229 3.346000000000000E+03 5.784461945591828E+01 
230 3.995000000000000E+03 6.320601237224193E+01 
231 5.606000000000000E+03 7.487322618933953E+01 
232 4.947000000000000E+03 7.033491309442275E+01 
233 4.606000000000000E+03 6.786751800382861E+01 
234 4.228000000000000E+03 6.502307282803544E+01 
235 3.949000000000000E+03 6.284106937345990E+01 
236 3.915000000000000E+03 6.256996084384263E+01 
237 3.999000000000000E+03 6.323764701504951E+01 
238 4.415000000000000E+03 6.644546636152086E+01 
239 4.499000000000000E+03 6.707458535093602E+01 
240 4.910000000000000E+03 7.007139216541941E+01 
241 4.795000000000000E+03 6.924593850905626E+01 
242 4.668000000000000E+03 6.832276341015489E+01 
243 4.542000000000000E+03 6.739436178197698E+01 
244 4.507000000000000E+03 6.713419396998820E+01 
245 4.341000000000000E+03 6.588626564011653E+01 
246 4.429000000000000E+03 6.655073252789934E+01 
247 4.535000000000000E+03 6.734240862933252E+01 
248 4.345000000000000E+03 6.591661399070799E+01 
249 4.143000000000000E+03 6.436614016701638E+01 
250 4.306000000000000E+03 6.562011886609167E+01 
251 4.031000000000000E+03 6.349015671739991E+01 
252 3.075000000000000E+03 5.545268253204708E+01 
253 2.961000000000000E+03 5.441507144165116E+01 
254 2.879000000000000E+03 5.365631370118525E+01 
255 2.923000000000000E+03 5.406477596365308E+01 
256 3.170000000000000E+03 5.630275304103699E+01 
257 3.214000000000000E+03 5.669215113223346E+01 
258 2.489000000000000E+03 4.988987873306569E+01 
259 1.588000000000000E+03 3.984971769034255E+01 
260 1.709000000000000E+03 4.134005321718877E+01 
261 1.474000000000000E+03 3.839270764090493E+01 
262 1.413000000000000E+03 3.758989225842500E+01 
263 1.484000000000000E+03 3.852272056851645E+01 
264 1.404000000000000E+03 3.746998799039039E+01 
265 1.514000000000000E+03 3.891015291668744E+01 
266 1.487000000000000E+03 3.856163896931768E+01 
267 1.527000000000000E+03 3.907684736515984E+01 
268 1.541000000000000E+03 3.925557285278104E+01 
269 1.562000000000000E+03 3.952214569073901E+01 
270 1.638000000000000E+03 4.047221268969612E+01 
271 1.651000000000000E+03 4.063249930782009E+01 
272 1.844000000000000E+03 4.294182110716778E+01 
273 2.066000000000000E+03 4.545327270945405E+01 
274 2.079000000000000E+03 4.559605246071199E+01 
275 2.356000000000000E+03 4.853864439804639E+01 
276 2.433000000000000E+03 4.932544982055410E+01 
277 2.827000000000000E+03 5.316954015223378E+01 
278 3.198000000000000E+03 5.655086206239477E+01 
279 3.681000000000000E+03 6.067124524847005E+01 
280 4.219000000000000E+03 6.495382975621992E+01 
281 3.575000000000000E+03 5.979130371550699E+01 
282 3.903000000000000E+03 6.247399458974910E+01 
283 3.789000000000000E+03 6.155485358604957E+01 
284 3.772000000000000E+03 6.141661013113635E+01 
285 3.960000000000000E+03 6.292853089020910E+01 
286 4.184000000000000E+03 6.468384651518491E+01 
287 4.094000000000000E+03 6.398437309218556E+01 
288 4.262000000000000E+03 6.528399497579785E+01 
289 4.185000000000000E+03 6.469157595854347E+01 
290 4.261000000000000E+03 6.527633568147036E+01 
291 3.910000000000000E+03 6.252999280345393E+01 
292 4.160000000000000E+03 6.449806198638839E+01 
293 4.066000000000000E+03 6.376519426771944E+01 
294 3.775000000000000E+03 6.144102863722254E+01 
295 3.013000000000000E+03 5.489080068645383E+01 
296 2.037000000000000E+03 4.513313638558703E+01 
297 2.006000000000000E+03 4.478839135311738E+01 
298 1.826000000000000E+03 4.273172123844299E+01 
299 1.688000000000000E+03 4.108527716834828E+01 
300 1.800000000000000E+03 4.242640687119285E+01 
301 1.842000000000000E+03 4.291852746774987E+01 
302 1.911000000000000E+03 4.371498598878879E+01 
303 2.002000000000000E+03 4.474371464239419E+01 
304 2.054000000000000E+03 4.532107677449864E+01 
305 2.236000000000000E+03 4.728636167014756E+01 
306 2.405000000000000E+03 4.904079934095692E+01 
307 3.045000000000000E+03 5.518151864528558E+01 
308 3.202000000000000E+03 5.658621740318043E+01 
309 3.331000000000000E+03 5.771481612203230E+01 
310 3.693000000000000E+03 6.077005841695399E+01 
311 2.993000000000000E+03 5.470831746635972E+01 
312 2.613000000000000E+03 5.111751167652823E+01 
313 2.520000000000000E+03 5.019960159204453E+01 
314 1.624000000000000E+03 4.029888335921977E+01 
315 1.410000000000000E+03 3.754996671103717E+01 
316 1.568000000000000E+03 3.959797974644666E+01 
317 1.386000000000000E+03 3.722902093797257E+01 
318 1.354000000000000E+03 3.679673898594820E+01 
319 1.277000000000000E+03 3.573513677041127E+01 
320 1.349000000000000E+03 3.672873534441391E+01 
321 1.364000000000000E+03 3.693237062523878E+01 
322 1.542000000000000E+03 3.926830783214372E+01 
323 1.389000000000000E+03 3.726929030716845E+01 
324 1.582000000000000E+03 3.977436360270269E+01 
325 1.506000000000000E+03 3.880721582386451E+01 
326 1.590000000000000E+03 3.987480407475377E+01 
327 1.715000000000000E+03 4.141255848169731E+01 
328 1.807000000000000E+03 4.250882261366456E+01 
329 1.829000000000000E+03 4.276680956068619E+01 
330 2.120000000000000E+03 4.604345773288535E+01 
331 2.225000000000000E+03 4.716990566028302E+01 
332 2.590000000000000E+03 5.089204259999789E+01 
333 3.252000000000000E+03 5.702630971753301E+01 
334 3.275000000000000E+03 5.722761571129799E+01 
335 3.953000000000000E+03 6.287288763847260E+01 
336 3.954000000000000E+03 6.288083968904996E+01 
337 3.487000000000000E+03 5.905082556577850E+01 
338 3.137000000000000E+03 5.600892785976178E+01 
339 3.274000000000000E+03 5.721887800367987E+01 
340 3.476000000000000E+03 5.895761189193470E+01 
341 3.373000000000000E+03 5.807753438292642E+01 
342 3.305000000000000E+03 5.748912940721924E+01 
343 3.382000000000000E+03 5.815496539419485E+01 
344 3.320000000000000E+03 5.761944116355173E+01 
345 3.311000000000000E+03 5.754128952326321E+01 
346 3.008000000000000E+03 5.484523680320835E+01 
347 2.143000000000000E+03 4.629254799641082E+01 
348 1.842000000000000E+03 4.291852746774987E+01 
349 1.692000000000000E+03 4.113392760240627E+01 
350 1.634000000000000E+03 4.042276586281547E+01 
351 1.466000000000000E+03 3.828837943815329E+01 
352 1.373000000000000E+03 3.705401462729781E+01 
353 1.376000000000000E+03 3.709447398198282E+01 
354 1.408000000000000E+03 3.752332607858744E+01 
355 1.452000000000000E+03 3.810511776651530E+01 
356 1.330000000000000E+03 3.646916505762094E+01 
357 1.310000000000000E+03 3.619392214170772E+01 
358 1.441000000000000E+03 3.796050579220461E+01 
359 1.563000000000000E+03 3.953479480154159E+01 
360 1.601000000000000E+03 4.001249804748511E+01 
361 1.548000000000000E+03 3.934463114581200E+01 
362 1.526000000000000E+03 3.906404996924922E+01 
363 1.722000000000000E+03 4.149698784249286E+01 
364 1.855000000000000E+03 4.306971093471606E+01 
365 1.959000000000000E+03 4.426059195266146E+01 
366 2.221000000000000E+03 4.712748667179272E+01 
367 2.644000000000000E+03 5.141984052872976E+01 
368 2.966000000000000E+03 5.446099521676041E+01 
369 3.441000000000000E+03 5.866003750424986E+01 
370 3.708000000000000E+03 6.089334939055332E+01 
371 4.251000000000000E+03 6.519969325081216E+01 
372 3.693000000000000E+03 6.077005841695399E+01 
373 3.387000000000000E+03 5.819793810780585E+01 
374 2.852000000000000E+03 5.340411969127476E+01 
375 2.722000000000000E+03 5.217278984298233E+01 
376 2.735000000000000E+03 5.229722745997153E+01 
377 2.445000000000000E+03 4.944694126030446E+01 
378 1.724000000000000E+03 4.152107898405339E+01 
379 1.285000000000000E+03 3.584689665786984E+01 
380 1.457000000000000E+03 3.817066936798463E+01 
381 1.403000000000000E+03 3.745664160065608E+01 
382 1.331000000000000E+03 3.648287269390940E+01 
383 1.217000000000000E+03 3.488552708502482E+01 
384 1.307000000000000E+03 3.615245496505044E+01 
385 1.172000000000000E+03 3.423448553724738E+01 
386 1.438000000000000E+03 3.792097045171708E+01 
387 1.563000000000000E+03 3.953479480154159E+01 
388 1.627000000000000E+03 4.033608806019741E+01 
389 1.672000000000000E+03 4.089009660052174E+01 
390 1.653000000000000E+03 4.065710270051225E+01 
391 1.777000000000000E+03 4.215447781671598E+01 
392 1.825000000000000E+03 4.272001872658765E+01 
393 1.874000000000000E+03 4.328972164382672E+01 
394 1.997000000000000E+03 4.468780594300866E+01 
395 2.221000000000000E+03 4.712748667179272E+01 
396 2.501000000000000E+03 5.000999900019995E+01 
397 2.668000000000000E+03 5.165268628057983E+01 
398 2.857000000000000E+03 5.345091205957107E+01 
