904.5	3.694431372549020E+01	7.703421929211332E+00
905.5	4.116078431372549E+01	6.428234528560036E+00
906.5	3.312941176470589E+01	5.767090343191119E+00
907.5	4.316862745098040E+01	6.583153969495341E+00
908.5	3.614117647058823E+01	6.023529411764706E+00
909.5	3.915294117647059E+01	6.269488186627411E+00
910.5	2.509803921568627E+01	5.019607843137255E+00
911.5	3.312941176470589E+01	5.767090343191119E+00
912.5	4.216470588235294E+01	6.506155367813381E+00
913.5	3.212549019607843E+01	5.679037991647252E+00
914.5	3.212549019607843E+01	5.679037991647252E+00
915.5	3.312941176470589E+01	5.767090343191119E+00
916.5	3.513725490196079E+01	5.939280095974516E+00
917.5	3.112156862745098E+01	5.589598732880336E+00
918.5	3.011764705882353E+01	5.498704891032256E+00
919.5	3.011764705882353E+01	5.498704891032256E+00
920.5	3.915294117647059E+01	6.269488186627411E+00
921.5	3.814901960784314E+01	6.188588175529639E+00
922.5	3.112156862745098E+01	5.589598732880336E+00
923.5	3.011764705882353E+01	5.498704891032256E+00
924.5	3.312941176470589E+01	5.767090343191119E+00
925.5	3.011764705882353E+01	5.498704891032256E+00
926.5	2.810980392156863E+01	5.312253612804198E+00
927.5	2.509803921568627E+01	5.019607843137255E+00
928.5	2.810980392156863E+01	5.312253612804198E+00
929.5	2.007843137254902E+01	4.489673743058401E+00
930.5	3.112156862745098E+01	5.589598732880336E+00
931.5	3.011764705882353E+01	5.498704891032256E+00
932.5	3.413333333333333E+01	5.853818372864302E+00
933.5	4.015686274509804E+01	6.349357498063570E+00
934.5	3.112156862745098E+01	5.589598732880336E+00
935.5	3.915294117647059E+01	6.269488186627411E+00
936.5	2.810980392156863E+01	5.312253612804198E+00
937.5	3.814901960784314E+01	6.188588175529639E+00
938.5	2.208627450980392E+01	4.708809547116855E+00
939.5	2.810980392156863E+01	5.312253612804198E+00
940.5	3.513725490196079E+01	5.939280095974516E+00
941.5	3.112156862745098E+01	5.589598732880336E+00
942.5	4.718431372549020E+01	6.882539520402617E+00
943.5	3.814901960784314E+01	6.188588175529639E+00
944.5	4.417254901960784E+01	6.659262324164567E+00
945.5	3.915294117647059E+01	6.269488186627411E+00
946.5	3.212549019607843E+01	5.679037991647252E+00
947.5	4.618039215686274E+01	6.808927355608112E+00
948.5	3.112156862745098E+01	5.589598732880336E+00
949.5	2.810980392156863E+01	5.312253612804198E+00
950.5	3.212549019607843E+01	5.679037991647252E+00
951.5	3.212549019607843E+01	5.679037991647252E+00
952.5	2.610196078431373E+01	5.119015668548050E+00
953.5	2.911372549019608E+01	5.406283100495815E+00
954.5	2.710588235294118E+01	5.216529491030972E+00
955.5	3.312941176470589E+01	5.767090343191119E+00
956.5	4.116078431372549E+01	6.428234528560036E+00
957.5	3.513725490196079E+01	5.939280095974516E+00
958.5	3.112156862745098E+01	5.589598732880336E+00
959.5	2.509803921568627E+01	5.019607843137255E+00
960.5	3.915294117647059E+01	6.269488186627411E+00
961.5	4.015686274509804E+01	6.349357498063570E+00
962.5	2.810980392156863E+01	5.312253612804198E+00
963.5	3.915294117647059E+01	6.269488186627411E+00
964.5	3.714509803921569E+01	6.106616501005271E+00
965.5	2.911372549019608E+01	5.406283100495815E+00
966.5	3.212549019607843E+01	5.679037991647252E+00
967.5	3.212549019607843E+01	5.679037991647252E+00
968.5	2.911372549019608E+01	5.406283100495815E+00
969.5	3.915294117647059E+01	6.269488186627411E+00
970.5	3.112156862745098E+01	5.589598732880336E+00
971.5	3.915294117647059E+01	6.269488186627411E+00
972.5	3.513725490196079E+01	5.939280095974516E+00
973.5	3.112156862745098E+01	5.589598732880336E+00
974.5	2.810980392156863E+01	5.312253612804198E+00
975.5	3.011764705882353E+01	5.498704891032256E+00
976.5	2.208627450980392E+01	4.708809547116855E+00
977.5	2.409411764705882E+01	4.918191169823479E+00
978.5	3.513725490196079E+01	5.939280095974516E+00
979.5	4.417254901960784E+01	6.659262324164567E+00
