

TIME                    COUNT_RATE              COUNT_RATE_ERR
  5.125064275739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064285739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064295739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064305739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064315739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064325739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064335739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064345739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064355739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064365739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064375739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064385739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064395739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064405739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064415739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064425739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064435739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064445739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064455739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064465739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064475739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064485739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064495739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064505739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064515739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064525739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064535739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064545739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064555739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064565739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064575739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064585739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064595739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064605739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064615739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064625739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064635739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064645739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064655739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064665739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064675739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064685739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064695739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064705739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064715739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064725739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064735739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064745739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064755739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064765739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064775739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064785739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064795739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064805739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064815739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064825739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064835739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064845739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064855739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064865739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064875739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064885739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064895739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064905739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064915739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064925739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064935739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064945739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064955739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064965739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064975739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064985739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125064995739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125065005739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125065015739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125065025739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125065035739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125065045739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125065055739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125065065739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125065075739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125065085739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125065095739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125065105739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125065115739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125065125739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125065135739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125065145739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125065155739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125065165739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125065175739100E+08   0.000000000000000E+00   0.000000000000000E+00
  5.125065185739100E+08   0.000000000000000E+00   0.000000000000000E+00
